SquareFootage,Bedrooms,Location,Price
2905,5,Urban,292750000
1341,2,Urban,136200000
2737,5,Suburb,273950000
1821,4,Urban,184300000
1641,4,Urban,166300000
2502,3,Urban,252350000
2489,5,Suburb,249150000
1318,3,Urban,133950000
996,3,Rural,99750000
2893,4,Suburb,289500000
2220,4,Urban,224200000
2488,3,Rural,248950000
1799,4,Rural,180100000
2921,3,Rural,292250000
2437,3,Rural,243850000
2670,3,Rural,267150000
1432,2,Urban,145300000
1374,4,Rural,137600000
1907,4,Suburb,190900000
1838,5,Urban,186050000
2690,4,Urban,271200000
1277,5,Rural,127950000
1166,3,Rural,116750000
2636,2,Urban,265700000
2515,3,Suburb,251650000
2417,3,Urban,243850000
812,3,Urban,83350000
1335,5,Rural,133750000
1175,2,Suburb,117600000
2524,3,Rural,252550000
1056,5,Rural,105850000
1249,3,Rural,125050000
1693,2,Rural,169400000
1984,3,Suburb,198550000
2879,3,Rural,288050000
2647,4,Rural,264900000
2083,5,Suburb,208550000
2108,2,Urban,212900000
1409,5,Rural,141150000
1716,4,Urban,173800000
2425,3,Rural,242650000
947,2,Rural,94800000
1455,2,Suburb,145600000
2914,5,Suburb,291650000
2616,3,Urban,263750000
2102,4,Rural,210400000
1242,3,Suburb,124350000
1198,5,Rural,120050000
1951,2,Rural,195200000
2507,2,Urban,252800000
2787,3,Rural,278850000
2470,3,Suburb,247150000
2381,3,Urban,240250000
1306,3,Suburb,130750000
960,4,Urban,98200000
1139,4,Urban,116100000
2625,4,Rural,262700000
2298,4,Urban,232000000
2423,5,Urban,244550000
2286,2,Rural,228700000
2306,2,Urban,232700000
1976,5,Urban,199850000
1622,5,Suburb,162450000
1584,4,Suburb,158600000
930,3,Rural,93150000
2275,2,Urban,229600000
2299,5,Rural,230150000
1580,3,Rural,158150000
2507,4,Rural,250900000
2569,5,Suburb,257150000
2118,2,Rural,211900000
2738,2,Urban,275900000
2258,2,Suburb,225900000
1175,5,Suburb,117750000
1460,2,Suburb,146100000
2922,4,Urban,294400000
2203,2,Rural,220400000
1540,4,Rural,154200000
1103,2,Suburb,110400000
1885,4,Suburb,188700000
1585,5,Rural,158750000
2010,4,Urban,203200000
1028,5,Suburb,103050000
2654,3,Suburb,265550000
1067,4,Urban,108900000
1053,5,Suburb,105550000
1669,3,Urban,169050000
2934,2,Rural,293500000
2004,3,Rural,200550000
1848,4,Suburb,185000000
1789,3,Rural,179050000
1196,2,Urban,121700000
1737,3,Suburb,173850000
1239,4,Urban,126100000
2727,4,Rural,272900000
2807,5,Rural,280950000
834,2,Rural,83500000
1520,2,Suburb,152100000
1318,3,Urban,133950000
1068,2,Suburb,106900000
1437,4,Rural,143900000
2148,3,Rural,214950000
2179,5,Suburb,218150000
889,3,Urban,91050000
1865,3,Rural,186650000
2188,5,Urban,221050000
2494,3,Rural,249550000
2189,2,Suburb,219000000
1280,3,Rural,128150000
1300,3,Suburb,130150000
2461,3,Suburb,246250000
2899,4,Suburb,290100000
902,4,Rural,90400000
2247,2,Urban,226800000
2763,5,Urban,278550000
2439,4,Rural,244100000
2127,4,Suburb,212900000
2479,2,Urban,250000000
2957,2,Urban,297800000
2388,5,Rural,239050000
867,3,Suburb,86850000
2473,3,Urban,249450000
1107,5,Rural,110950000
2175,5,Rural,217750000
2622,5,Suburb,262450000
1889,2,Rural,189000000
1259,3,Suburb,126050000
1466,5,Urban,148850000
2422,5,Rural,242450000
1856,3,Urban,187750000
867,3,Suburb,86850000
2036,2,Suburb,203700000
2423,4,Suburb,242500000
2174,4,Rural,217600000
976,2,Rural,97700000
2388,2,Rural,238900000
2153,3,Urban,217450000
1425,2,Urban,144600000
978,2,Rural,97900000
1194,5,Urban,121650000
1968,2,Suburb,196900000
1675,2,Rural,167600000
1761,5,Suburb,176350000
997,3,Suburb,99850000
1768,3,Suburb,176950000
1468,2,Urban,148900000
2076,2,Suburb,207700000
2710,4,Urban,273200000
871,5,Suburb,87350000
1022,4,Rural,102400000
2069,2,Suburb,207000000
2164,4,Suburb,216600000
1723,4,Rural,172500000
1270,3,Urban,129150000
2854,5,Rural,285650000
987,3,Suburb,98850000
2851,3,Suburb,285250000
2468,4,Urban,249000000
1948,5,Suburb,195050000
1759,2,Suburb,176000000
1429,5,Urban,145150000
1574,3,Urban,159550000
1159,4,Urban,118100000
1317,2,Urban,133800000
2143,3,Suburb,214450000
2769,4,Urban,279100000
1720,3,Urban,174150000
1734,4,Suburb,173600000
2786,5,Urban,280850000
1700,3,Suburb,170150000
2528,5,Urban,255050000
2169,5,Urban,219150000
2018,4,Rural,202000000
1176,2,Suburb,117700000
2574,5,Urban,259650000
2305,3,Rural,230650000
2067,3,Rural,206850000
1810,4,Suburb,181200000
1994,5,Rural,199650000
2030,2,Suburb,203100000
1977,2,Rural,197800000
2895,3,Suburb,289650000
2472,4,Urban,249400000
2728,5,Suburb,273050000
972,3,Rural,97350000
1093,4,Suburb,109500000
1351,2,Urban,137200000
2270,3,Urban,229150000
1839,4,Rural,184100000
2462,2,Rural,246300000
1684,4,Rural,168600000
2172,3,Urban,219350000
2026,5,Urban,204850000
933,4,Rural,93500000
1570,5,Urban,159250000
1889,3,Urban,191050000
1279,2,Rural,128000000
1662,4,Urban,168400000
1258,2,Rural,125900000
1425,5,Urban,144750000
958,5,Suburb,96050000
2077,2,Suburb,207800000
2807,3,Urban,282850000
2720,5,Urban,274250000
1739,3,Suburb,174050000
2372,2,Rural,237300000
1231,3,Rural,123250000
1850,5,Suburb,185250000
1803,2,Rural,180400000
2914,3,Rural,291550000
2943,3,Suburb,294450000
1014,4,Suburb,101600000
2470,5,Urban,249250000
2113,4,Suburb,211500000
1684,3,Suburb,168550000
2886,5,Rural,288850000
2687,2,Rural,268800000
1738,2,Urban,175900000
1738,2,Rural,173900000
1005,3,Rural,100650000
1741,3,Rural,174250000
1354,2,Suburb,135500000
2319,4,Rural,232100000
1570,4,Suburb,157200000
1048,5,Rural,105050000
1897,5,Suburb,189950000
1172,2,Rural,117300000
2654,3,Urban,267550000
1634,3,Urban,165550000
1501,5,Urban,152350000
2985,2,Rural,298600000
1741,5,Urban,176350000
1795,4,Suburb,179700000
1593,2,Urban,161400000
1477,2,Urban,149800000
2613,2,Urban,263400000
2361,4,Urban,238300000
1252,2,Suburb,125300000
1938,5,Urban,196050000
850,4,Rural,85200000
2192,3,Urban,221350000
2338,5,Rural,234050000
1009,5,Rural,101150000
1687,5,Urban,170950000
2726,4,Urban,274800000
1649,5,Rural,165150000
2677,4,Suburb,267900000
1426,2,Suburb,142700000
2258,3,Urban,227950000
2050,2,Suburb,205100000
1462,5,Suburb,146450000
1067,4,Urban,108900000
2963,4,Rural,296500000
2423,2,Rural,242400000
2653,5,Suburb,265550000
1553,3,Rural,155450000
2152,4,Urban,217400000
2668,4,Suburb,267000000
1863,5,Rural,186550000
981,4,Suburb,98300000
2313,5,Rural,231550000
1702,5,Suburb,170450000
1942,3,Rural,194350000
2306,5,Rural,230850000
2939,2,Urban,296000000
2802,3,Urban,282350000
1984,5,Urban,200650000
948,5,Suburb,95050000
2964,3,Suburb,296550000
2892,4,Suburb,289400000
2600,3,Rural,260150000
2821,4,Rural,282300000
2642,3,Rural,264350000
2836,3,Suburb,283750000
2198,2,Urban,221900000
2370,3,Suburb,237150000
2673,2,Suburb,267400000
2772,5,Urban,279450000
2872,4,Urban,289400000
1513,4,Suburb,151500000
2608,2,Rural,260900000
1022,4,Rural,102400000
1663,4,Urban,168500000
1329,3,Suburb,133050000
2011,2,Rural,201200000
2225,4,Rural,222700000
1453,5,Urban,147550000
1959,2,Suburb,196000000
2642,3,Urban,266350000
1243,5,Suburb,124550000
1373,4,Suburb,137500000
2976,4,Suburb,297800000
1810,2,Suburb,181100000
1140,4,Suburb,114200000
2080,2,Suburb,208100000
899,4,Rural,90100000
2886,5,Rural,288850000
949,3,Rural,95050000
2456,5,Rural,245850000
2153,3,Suburb,215450000
1943,2,Rural,194400000
2407,4,Suburb,240900000
2637,5,Urban,265950000
1043,4,Urban,106500000
1386,2,Rural,138700000
1655,3,Suburb,165650000
2946,5,Rural,294850000
2835,3,Suburb,283650000
1629,3,Rural,163050000
2186,2,Urban,220700000
2516,3,Urban,253750000
2487,2,Rural,248800000
855,3,Rural,85650000
2525,3,Suburb,252650000
2753,5,Urban,277550000
1845,2,Rural,184600000
984,4,Suburb,98600000
1321,4,Urban,134300000
2401,4,Suburb,240300000
2048,5,Urban,207050000
2458,5,Urban,248050000
1861,3,Suburb,186250000
1802,3,Suburb,180350000
2970,4,Urban,299200000
2817,3,Urban,283850000
2728,3,Suburb,272950000
1193,5,Rural,119550000
2417,4,Suburb,241900000
1460,2,Rural,146100000
2228,4,Suburb,223000000
1954,5,Rural,195650000
868,4,Rural,87000000
1119,2,Urban,114000000
1383,3,Suburb,138450000
2664,4,Suburb,266600000
1983,5,Suburb,198550000
1381,5,Rural,138350000
2567,4,Rural,256900000
2356,3,Urban,237750000
2598,3,Rural,259950000
910,5,Suburb,91250000
1798,5,Rural,180050000
1557,2,Rural,155800000
1082,3,Urban,110350000
2542,4,Rural,254400000
1870,5,Suburb,187250000
2193,5,Suburb,219550000
1600,5,Suburb,160250000
930,5,Suburb,93250000
2093,3,Urban,211450000
2763,5,Urban,278550000
860,3,Suburb,86150000
2348,2,Suburb,234900000
1071,2,Rural,107200000
2581,4,Rural,258300000
2980,5,Rural,298250000
2067,4,Rural,206900000
2257,3,Rural,225850000
837,4,Suburb,83900000
2694,4,Rural,269600000
2142,5,Rural,214450000
1273,3,Rural,127450000
858,3,Urban,87950000
2763,5,Urban,278550000
2718,3,Urban,273950000
1703,2,Suburb,170400000
1182,5,Urban,120450000
2211,5,Rural,221350000
884,5,Rural,88650000
2333,2,Rural,233400000
1890,3,Suburb,189150000
928,2,Urban,94900000
2876,2,Urban,289700000
2368,2,Rural,236900000
1491,4,Rural,149300000
2760,3,Urban,278150000
932,3,Urban,95350000
2008,5,Rural,201050000
1445,5,Urban,146750000
2412,4,Urban,243400000
1315,2,Suburb,131600000
2845,5,Rural,284750000
2663,3,Urban,268450000
1732,5,Suburb,173450000
2463,2,Suburb,246400000
1356,4,Suburb,135800000
2471,2,Suburb,247200000
1792,5,Suburb,179450000
2428,4,Suburb,243000000
2491,4,Suburb,249300000
1556,2,Rural,155700000
1904,5,Rural,190650000
2070,2,Rural,207100000
1448,5,Suburb,145050000
2209,5,Urban,223150000
1791,3,Suburb,179250000
2130,4,Rural,213200000
1427,5,Rural,142950000
2854,2,Suburb,285500000
2749,2,Rural,275000000
1753,3,Urban,177450000
2642,3,Urban,266350000
2920,3,Urban,294150000
809,4,Suburb,81100000
2396,3,Rural,239750000
921,4,Rural,92300000
1486,3,Urban,150750000
2809,4,Rural,281100000
1240,5,Suburb,124250000
1390,3,Urban,141150000
2168,4,Suburb,217000000
2789,5,Suburb,279150000
2161,3,Rural,216250000
2007,5,Suburb,200950000
2914,3,Urban,293550000
2864,2,Suburb,286500000
2206,4,Rural,220800000
2139,2,Suburb,214000000
2320,4,Suburb,232200000
2376,2,Rural,237700000
1707,3,Rural,170850000
914,2,Rural,91500000
2947,3,Rural,294850000
2168,4,Rural,217000000
938,3,Rural,93950000
1627,2,Rural,162800000
1645,5,Suburb,164750000
2780,4,Suburb,278200000
2352,5,Suburb,235450000
2115,5,Urban,213750000
873,5,Rural,87550000
1283,5,Suburb,128550000
815,5,Rural,81750000
2349,2,Urban,237000000
2159,3,Rural,216050000
2696,3,Suburb,269750000
1950,5,Urban,197250000
928,2,Rural,92900000
1310,5,Urban,133250000
1222,5,Rural,122450000
2706,4,Urban,272800000
1031,2,Suburb,103200000
1758,5,Rural,176050000
1624,3,Rural,162550000
864,4,Rural,86600000
1632,5,Suburb,163450000
1414,5,Urban,143650000
2828,5,Suburb,283050000
1600,2,Urban,162100000
2767,5,Rural,276950000
1077,3,Urban,109850000
2813,4,Urban,283500000
2517,2,Rural,251800000
2038,4,Rural,204000000
1227,3,Urban,124850000
2324,5,Rural,232650000
2286,2,Rural,228700000
1385,5,Urban,140750000
1174,2,Suburb,117500000
2323,5,Suburb,232550000
892,3,Rural,89350000
2400,3,Urban,242150000
1713,5,Rural,171550000
2145,3,Suburb,214650000
2640,5,Suburb,264250000
2101,2,Urban,212200000
2421,3,Urban,244250000
2361,2,Suburb,236200000
2553,5,Urban,257550000
2216,2,Suburb,221700000
894,4,Rural,89600000
2579,5,Suburb,258150000
1758,3,Suburb,175950000
1930,3,Urban,195150000
2213,4,Urban,223500000
2583,5,Urban,260550000
2918,5,Rural,292050000
1463,5,Urban,148550000
1768,5,Rural,177050000
2898,2,Urban,291900000
1966,5,Urban,198850000
2371,2,Suburb,237200000
2323,2,Suburb,232400000
1787,3,Suburb,178850000
2025,5,Rural,202750000
2008,2,Urban,202900000
898,5,Suburb,90050000
2314,4,Urban,233600000
1001,2,Suburb,100200000
1433,3,Urban,145450000
1545,5,Suburb,154750000
1289,3,Suburb,129050000
1378,2,Suburb,137900000
1072,2,Suburb,107300000
2042,3,Suburb,204350000
1585,5,Urban,160750000
1252,2,Suburb,125300000
1975,4,Urban,199700000
1615,3,Suburb,161650000
1213,2,Urban,123400000
2350,5,Suburb,235250000
1230,2,Suburb,123100000
1694,5,Suburb,169650000
2746,5,Rural,274850000
1907,2,Urban,192800000
991,4,Urban,101300000
840,5,Suburb,84250000
2687,3,Suburb,268850000
2659,5,Suburb,266150000
2596,5,Rural,259850000
2132,4,Suburb,213400000
935,5,Suburb,93750000
2613,2,Urban,263400000
905,4,Rural,90700000
1318,5,Urban,134050000
2741,2,Rural,274200000
2365,2,Rural,236600000
925,5,Urban,94750000
2926,3,Urban,294750000
1188,3,Rural,118950000
2358,5,Rural,236050000
2524,5,Suburb,252650000
2921,2,Suburb,292200000
1828,5,Urban,185050000
2742,5,Rural,274450000
881,2,Urban,90200000
2360,5,Suburb,236250000
1575,5,Suburb,157750000
1077,5,Suburb,107950000
2678,2,Rural,267900000
2407,5,Urban,242950000
1405,3,Rural,140650000
2866,5,Rural,286850000
1439,3,Suburb,144050000
2589,5,Suburb,259150000
2556,2,Urban,257700000
2166,3,Rural,216750000
2944,5,Urban,296650000
974,5,Urban,99650000
2176,5,Urban,219850000
1147,5,Urban,116950000
800,2,Suburb,80100000
862,4,Urban,88400000
2583,3,Suburb,258450000
1025,5,Urban,104750000
1842,2,Suburb,184300000
2878,4,Urban,290000000
1644,2,Rural,164500000
823,5,Rural,82550000
2034,4,Suburb,203600000
2784,3,Suburb,278550000
960,3,Urban,98150000
2078,2,Rural,207900000
2394,3,Urban,241550000
2961,3,Suburb,296250000
2752,4,Urban,277400000
2495,3,Rural,249650000
1754,4,Rural,175600000
1156,4,Rural,115800000
1768,4,Rural,177000000
1041,3,Rural,104250000
938,2,Suburb,93900000
2944,2,Urban,296500000
946,3,Urban,96750000
1880,4,Urban,190200000
1865,3,Suburb,186650000
1342,5,Suburb,134450000
1491,2,Suburb,149200000
1825,4,Suburb,182700000
1961,3,Urban,198250000
2440,4,Rural,244200000
1529,5,Rural,153150000
1203,4,Suburb,120500000
2739,5,Urban,276150000
1950,2,Urban,197100000
2535,4,Suburb,253700000
1838,3,Urban,185950000
1544,4,Rural,154600000
1118,4,Suburb,112000000
2042,5,Urban,206450000
1572,5,Urban,159450000
2716,3,Urban,273750000
1743,2,Suburb,174400000
2814,2,Rural,281500000
2013,5,Urban,203550000
1218,3,Suburb,121950000
1664,4,Suburb,166600000
1588,3,Urban,160950000
2671,3,Suburb,267250000
1294,3,Rural,129550000
1862,2,Rural,186300000
2825,4,Suburb,282700000
2968,3,Urban,298950000
2785,2,Rural,278600000
1527,2,Urban,154800000
1360,5,Suburb,136250000
1952,4,Rural,195400000
1339,3,Urban,136050000
1459,4,Suburb,146100000
2663,5,Urban,268550000
2250,5,Rural,225250000
1616,3,Suburb,161750000
2744,2,Suburb,274500000
2015,5,Urban,203750000
811,2,Urban,83200000
2695,5,Suburb,269750000
847,4,Rural,84900000
2370,3,Rural,237150000
1376,5,Urban,139850000
1553,4,Urban,157500000
1859,5,Urban,188150000
1353,3,Rural,135450000
1202,4,Rural,120400000
1930,2,Urban,195100000
2886,5,Urban,290850000
2859,5,Suburb,286150000
1347,4,Suburb,134900000
1949,3,Suburb,195050000
862,5,Suburb,86450000
1643,4,Urban,166500000
1808,3,Rural,180950000
2642,5,Rural,264450000
2831,4,Suburb,283300000
2122,3,Rural,212350000
2881,5,Suburb,288350000
1551,5,Urban,157350000
848,3,Suburb,84950000
1457,3,Rural,145850000
2460,4,Rural,246200000
1500,5,Rural,150250000
1880,5,Urban,190250000
2956,4,Suburb,295800000
2340,5,Urban,236250000
2871,5,Urban,289350000
2783,5,Suburb,278550000
1114,2,Rural,111500000
2500,3,Rural,250150000
1817,2,Rural,181800000
1437,2,Rural,143800000
2935,3,Urban,295650000
2449,2,Suburb,245000000
2575,4,Suburb,257700000
2766,2,Suburb,276700000
2763,4,Urban,278500000
2567,3,Rural,256850000
1041,5,Rural,104350000
1501,3,Suburb,150250000
1540,3,Rural,154150000
2913,2,Urban,293400000
2614,3,Rural,261550000
1580,3,Rural,158150000
815,4,Rural,81700000
1785,5,Suburb,178750000
1166,2,Urban,118700000
2052,5,Suburb,205450000
1489,5,Urban,151150000
1859,5,Suburb,186150000
1646,2,Urban,166700000
1221,3,Urban,124250000
2443,5,Suburb,244550000
2012,2,Suburb,201300000
1407,3,Rural,140850000
2138,5,Urban,216050000
819,4,Urban,84100000
1475,2,Urban,149600000
1181,5,Urban,120350000
1408,2,Urban,142900000
2990,4,Rural,299200000
861,2,Rural,86200000
2065,3,Rural,206650000
1954,5,Urban,197650000
2428,2,Suburb,242900000
2426,2,Suburb,242700000
1946,5,Urban,196850000
2263,4,Rural,226500000
1726,4,Suburb,172800000
2242,5,Suburb,224450000
2453,5,Rural,245550000
1081,3,Urban,110250000
1685,2,Urban,170600000
1824,2,Urban,184500000
1522,4,Urban,154400000
2598,3,Urban,261950000
2035,2,Suburb,203600000
886,3,Rural,88750000
1464,5,Suburb,146650000
1661,2,Suburb,166200000
2522,5,Suburb,252450000
2908,4,Rural,291000000
2942,4,Suburb,294400000
1585,5,Suburb,158750000
2376,4,Urban,239800000
2467,5,Rural,246950000
1493,5,Urban,151550000
2054,5,Urban,207650000
1333,4,Suburb,133500000
1201,4,Urban,122300000
929,4,Suburb,93100000
1075,5,Urban,109750000
2658,3,Rural,265950000
854,4,Rural,85600000
1564,3,Urban,158550000
2020,4,Suburb,202200000
1441,2,Suburb,144200000
2647,2,Suburb,264800000
1523,2,Urban,154400000
2013,3,Suburb,201450000
1601,4,Urban,162300000
1537,5,Rural,153950000
1557,3,Suburb,155850000
2391,4,Urban,241300000
2099,2,Suburb,210000000
2641,3,Urban,266250000
1139,4,Suburb,114100000
952,5,Rural,95450000
2388,3,Urban,240950000
2221,5,Urban,224350000
2267,3,Rural,226850000
1226,2,Rural,122700000
1935,2,Suburb,193600000
1749,2,Urban,177000000
2173,5,Urban,219550000
2830,2,Suburb,283100000
1756,5,Suburb,175850000
2501,5,Urban,252350000
2103,5,Rural,210550000
1170,2,Suburb,117100000
1502,4,Urban,152400000
2474,5,Suburb,247650000
2925,4,Rural,292700000
849,5,Urban,87150000
2932,2,Urban,295300000
2851,2,Urban,287200000
1792,2,Rural,179300000
1934,3,Suburb,193550000
2157,2,Rural,215800000
2674,4,Rural,267600000
1562,5,Rural,156450000
1804,4,Urban,182600000
2966,3,Rural,296750000
1149,4,Urban,117100000
1486,5,Urban,150850000
1341,5,Suburb,134350000
1160,2,Suburb,116100000
2493,3,Rural,249450000
884,3,Urban,90550000
1484,4,Urban,150600000
1044,2,Suburb,104500000
2158,2,Urban,217900000
1395,2,Rural,139600000
1956,5,Urban,197850000
2623,3,Rural,262450000
2597,4,Suburb,259900000
1149,4,Suburb,115100000
2092,4,Urban,211400000
2684,2,Urban,270500000
2360,3,Suburb,236150000
1783,3,Rural,178450000
2867,5,Rural,286950000
2663,5,Rural,266550000
2779,5,Suburb,278150000
2536,4,Suburb,253800000
1938,4,Suburb,194000000
2718,3,Urban,273950000
1500,5,Suburb,150250000
2873,4,Rural,287500000
1365,5,Rural,136750000
1194,5,Suburb,119650000
2756,3,Suburb,275750000
1322,3,Rural,132350000
2362,4,Suburb,236400000
1906,3,Urban,192750000
1349,5,Suburb,135150000
2268,3,Rural,226950000
2934,5,Rural,293650000
1632,5,Suburb,163450000
1186,4,Rural,118800000
1762,4,Suburb,176400000
2221,4,Rural,222300000
1085,5,Rural,108750000
1168,3,Rural,116950000
2245,4,Suburb,224700000
2541,4,Suburb,254300000
2266,3,Suburb,226750000
2576,3,Urban,259750000
2343,4,Urban,236500000
1714,5,Urban,173650000
1087,5,Rural,108950000
894,4,Rural,89600000
2888,3,Suburb,288950000
1130,5,Rural,113250000
2636,3,Urban,265750000
2604,2,Urban,262500000
1978,3,Suburb,197950000
1074,3,Rural,107550000
2388,2,Rural,238900000
2756,5,Urban,277850000
2575,5,Suburb,257750000
2984,5,Urban,300650000
1566,4,Rural,156800000
1787,2,Urban,180800000
2559,3,Urban,258050000
2003,2,Rural,200400000
1919,2,Rural,192000000
996,2,Rural,99700000
1325,2,Urban,134600000
1431,2,Urban,145200000
2210,2,Urban,223100000
